cog_id,root,Dscore,Statistic,Pvalue,AdjPvalue,clade_name,protein_id,ssp_id,preferred_name
NOG257336,4,0.9682,7.759,4.27e-15,2.72e-11,obscura group,FBpp0081746,7227,CG4073
NOG82157,4,0.9492,7.759,4.28e-15,2.73e-11,obscura group,FBpp0085992,7227,CG5773
NOG239427,4,0.9492,7.748,4.66e-15,2.97e-11,obscura group,FBpp0080350,7227,CG13244
NOG87414,4,0.9307,7.741,4.91e-15,3.13e-11,obscura group,FBpp0087805,7227,CG30355
NOG282426,4,0.9682,7.735,5.16e-15,3.29e-11,obscura group,FBpp0071111,7227,CG15337
NOG88386,4,0.9492,7.735,5.17e-15,3.29e-11,obscura group,FBpp0072147,7227,CG4763
NOG282493,4,0.9492,7.731,5.33e-15,3.4e-11,obscura group,FBpp0297218,7227,CG13545
NOG88570,4,0.9682,7.724,5.62e-15,3.58e-11,obscura group,FBpp0298042,7227,VepD
NOG87370,4,0.9492,7.696,7.01e-15,4.46e-11,obscura group,FBpp0099640,7227,CG30461
NOG255768,4,0.9492,7.695,7.08e-15,4.51e-11,obscura group,FBpp0070539,7227,CG14419
NOG81786,4,0.9307,7.69,7.38e-15,4.7e-11,obscura group,FBpp0075174,7227,CG13036
NOG87424,4,0.9307,7.681,7.89e-15,5.02e-11,obscura group,FBpp0111318,7227,CG34210
NOG239441,4,0.9365,7.669,8.67e-15,5.52e-11,obscura group,FBpp0304539,7227,CG13962
NOG84897,4,0.9307,7.668,8.71e-15,5.55e-11,obscura group,FBpp0291698,7227,CG17159
NOG85039,4,0.9307,7.666,8.84e-15,5.63e-11,obscura group,FBpp0071679,7227,CG11269
NOG281431,4,0.9492,7.665,8.96e-15,5.7e-11,obscura group,FBpp0074923,7227,CG5506
NOG282396,4,0.9492,7.66,9.3e-15,5.92e-11,obscura group,FBpp0075090,7227,CG32161
NOG82306,4,0.9492,7.624,1.23e-14,7.82e-11,obscura group,FBpp0085303,7227,CG31600
NOG84646,4,0.9307,7.611,1.36e-14,8.63e-11,obscura group,FBpp0087290,7227,CG13217
NOG82123,4,0.9307,7.607,1.41e-14,8.96e-11,obscura group,FBpp0070530,7227,CG14422
NOG244400,4,0.9492,7.599,1.49e-14,9.51e-11,obscura group,FBpp0087218,7227,CG30033
NOG257344,4,0.9492,7.595,1.54e-14,9.82e-11,obscura group,FBpp0289992,7227,CG14380
NOG245422,4,0.9815,7.592,1.58e-14,1.01e-10,obscura group,FBpp0305377,7227,Peb
NOG84239,4,0.9492,7.585,1.66e-14,1.06e-10,obscura group,FBpp0304528,7227,CG13245
NOG98373,4,0.8943,7.581,1.72e-14,1.1e-10,obscura group,FBpp0087208,7227,CG13227
NOG232026,4,0.9261,7.567,1.91e-14,1.22e-10,obscura group,FBpp0304469,7227,CG34277
NOG114308,4,0.9492,7.551,2.16e-14,1.38e-10,obscura group,FBpp0111331,7227,CG34223
NOG87360,4,0.9492,7.546,2.24e-14,1.43e-10,obscura group,FBpp0084333,7227,m6
NOG283045,4,0.9492,7.538,2.39e-14,1.52e-10,obscura group,FBpp0082428,7227,BigH1
NOG230457,4,0.9492,7.533,2.48e-14,1.58e-10,obscura group,FBpp0099418,7227,CG34007
NOG281271,4,0.9498,7.518,2.79e-14,1.77e-10,obscura group,FBpp0290484,7227,CG42565
NOG106273,4,0.9492,7.513,2.89e-14,1.84e-10,obscura group,FBpp0111290,7227,RpS28-like
NOG90856,4,0.8626,7.479,3.75e-14,2.39e-10,obscura group,FBpp0288717,7227,CG8229
NOG235473,4,0.8857,7.463,4.24e-14,2.7e-10,obscura group,FBpp0111335,7227,CG34227
NOG245447,4,0.9128,7.454,4.53e-14,2.89e-10,obscura group,FBpp0087207,7227,CG13228
NOG88565,4,0.8937,7.439,5.09e-14,3.24e-10,obscura group,FBpp0111338,7227,CG34230
NOG92956,4,0.9128,7.434,5.29e-14,3.37e-10,obscura group,FBpp0293189,7227,CG43063
NOG88500,4,0.9492,7.405,6.56e-14,4.18e-10,obscura group,FBpp0085907,7227,CG15067
NOG85278,4,0.8943,7.402,6.7e-14,4.27e-10,obscura group,FBpp0293172,7227,CG43050
NOG281286,4,0.9492,7.399,6.86e-14,4.37e-10,obscura group,FBpp0071442,7227,CG15225
NOG111756,4,0.9492,7.383,7.72e-14,4.92e-10,obscura group,FBpp0298377,7227,CG8012
NOG84127,4,0.8857,7.338,1.08e-13,6.91e-10,obscura group,FBpp0075224,7227,CG4982
NOG237260,4,0.8937,7.299,1.45e-13,9.26e-10,obscura group,FBpp0084257,7227,CG5079
NOG245420,4,0.8937,7.27,1.79e-13,1.14e-9,obscura group,FBpp0074352,7227,CG6023
NOG84134,4,0.881,7.26,1.93e-13,1.23e-9,obscura group,FBpp0111269,7227,CG34163
NOG239426,4,0.9128,7.256,1.99e-13,1.27e-9,obscura group,FBpp0100040,7227,Acp53C14c
NOG257364,4,0.8937,7.184,3.38e-13,2.15e-9,obscura group,FBpp0078228,7227,CG32459
NOG87397,4,0.8937,7.181,3.45e-13,2.2e-9,obscura group,FBpp0297730,7227,CG43290
NOG85042,4,0.8937,7.175,3.62e-13,2.3e-9,obscura group,FBpp0289114,7227,CG34264
NOG20563,4,0.8324,7.174,3.64e-13,2.32e-9,obscura group,FBpp0084430,7227,TwdlP
NOG230459,4,0.7995,7.137,4.78e-13,3.04e-9,obscura group,FBpp0289471,7227,CG42455
NOG25003,4,0.7669,7.128,5.1e-13,3.25e-9,obscura group,FBpp0111447,7227,Vml
NOG09707,4,0.7675,6.948,1.85e-12,1.18e-8,obscura group,FBpp0076002,7227,CG6409
NOG270226,4,0.7473,6.937,2.01e-12,1.28e-8,obscura group,FBpp0075795,7227,Muc68E
NOG38950,4,0.7994,6.901,2.59e-12,1.65e-8,obscura group,FBpp0292866,7227,CG42837
KOG3474,4,0.4686,5.182,1.1e-7,6.97e-4,obscura group,FBpp0289862,7227,CG42503
NOG83787,5,0.9682,8.284,5.93e-17,3.78e-13,willistoni group,FBpp0074427,7227,bnb
NOG84048,5,0.9682,8.183,1.38e-16,8.79e-13,willistoni group,FBpp0083037,7227,CG7208
NOG252950,5,0.9492,8.103,2.69e-16,1.71e-12,willistoni group,FBpp0082884,7227,CG14330
NOG84202,5,1,8.021,5.23e-16,3.33e-12,willistoni group,FBpp0074098,7227,CG32572
NOG83965,5,0.9682,8.021,5.23e-16,3.33e-12,willistoni group,FBpp0072118,7227,Orcokinin
NOG87688,5,0.9682,7.974,7.65e-16,4.87e-12,willistoni group,FBpp0076299,7227,Cp15
NOG85702,5,0.9682,7.957,8.81e-16,5.61e-12,willistoni group,FBpp0082696,7227,CG5478
NOG239429,5,0.9682,7.906,1.33e-15,8.48e-12,willistoni group,FBpp0297769,7227,CG43330
NOG239429,5,0.9682,7.906,1.33e-15,8.48e-12,willistoni group,FBpp0297770,7227,CG43331
NOG81840,5,0.9492,7.904,1.35e-15,8.62e-12,willistoni group,FBpp0070628,7227,CG15577
NOG87222,5,0.9682,7.9,1.39e-15,8.88e-12,willistoni group,FBpp0083182,7227,CG15025
NOG130612,5,0.9492,7.899,1.41e-15,8.97e-12,willistoni group,FBpp0070529,7227,CG14421
NOG268666,5,0.9682,7.872,1.75e-15,1.11e-11,willistoni group,FBpp0084657,7227,Or98b
NOG109875,5,0.981,7.807,2.94e-15,1.87e-11,willistoni group,FBpp0111684,7227,CG13177
NOG255757,5,0.9682,7.804,3e-15,1.91e-11,willistoni group,FBpp0081694,7227,Gr85a
NOG84649,5,0.9682,7.802,3.06e-15,1.95e-11,willistoni group,FBpp0075384,7227,CG13463
NOG281600,5,0.9682,7.753,4.5e-15,2.87e-11,willistoni group,FBpp0084687,7227,CG14062
NOG257362,5,0.9492,7.748,4.67e-15,2.97e-11,willistoni group,FBpp0087295,7227,Obp47a
NOG282366,5,0.9429,7.74,4.99e-15,3.18e-11,willistoni group,FBpp0074163,7227,CG5070
NOG281264,5,0.9365,7.718,5.93e-15,3.77e-11,willistoni group,FBpp0304362,7227,CG11131
NOG240187,5,0.9112,7.703,6.65e-15,4.24e-11,willistoni group,FBpp0289858,7227,CG33655
NOG110318,5,0.9682,7.689,7.4e-15,4.71e-11,willistoni group,FBpp0288803,7227,CG15086
NOG238659,5,0.9492,7.687,7.52e-15,4.79e-11,willistoni group,FBpp0075078,7227,CG13031
NOG83517,5,0.9492,7.678,8.1e-15,5.16e-11,willistoni group,FBpp0271910,7227,CG8620
NOG84129,5,1,7.632,1.16e-14,7.36e-11,willistoni group,FBpp0073395,7227,Gr10b
NOG83831,5,0.9365,7.625,1.22e-14,7.78e-11,willistoni group,FBpp0074832,7227,NijB
NOG133191,5,0.9047,7.56,2.02e-14,1.28e-10,willistoni group,FBpp0302980,7227,CG16743
NOG84219,5,0.9112,7.493,3.37e-14,2.15e-10,willistoni group,FBpp0079288,7227,CG31897
NOG282572,5,0.9365,7.487,3.51e-14,2.24e-10,willistoni group,FBpp0304577,7227,CG11816
NOG83397,5,0.9175,7.479,3.75e-14,2.39e-10,willistoni group,FBpp0111312,7227,CG34204
NOG44133,5,0.8794,7.477,3.81e-14,2.43e-10,willistoni group,FBpp0099438,7227,CG34027
NOG83680,5,0.8922,7.442,4.97e-14,3.17e-10,willistoni group,FBpp0074470,7227,Obp18a
NOG83847,5,0.9047,7.423,5.74e-14,3.65e-10,willistoni group,FBpp0292464,7227,CG42769
NOG133199,5,0.8857,7.406,6.52e-14,4.16e-10,willistoni group,FBpp0303817,7227,CG13722
NOG133142,5,0.9175,7.399,6.88e-14,4.38e-10,willistoni group,FBpp0289637,7227,CG34043
NOG91777,5,0.9112,7.398,6.89e-14,4.39e-10,willistoni group,FBpp0078492,7227,laf
NOG84402,5,0.8287,7.333,1.12e-13,7.16e-10,willistoni group,FBpp0305734,7227,Lcp2
NOG85105,5,0.9112,7.327,1.18e-13,7.49e-10,willistoni group,FBpp0297221,7227,CG43206
NOG250191,5,0.9112,7.31,1.34e-13,8.53e-10,willistoni group,FBpp0302857,7227,CG42266
NOG281283,5,0.9047,7.309,1.35e-13,8.59e-10,willistoni group,FBpp0075799,7227,CG5883
NOG276059,5,0.8175,7.208,2.84e-13,1.81e-9,willistoni group,FBpp0290077,7227,CG42525
NOG232028,6,1,8.338,3.78e-17,2.41e-13,Drosophila,FBpp0084287,7227,CG14545
NOG235480,6,1,8.321,4.37e-17,2.79e-13,Drosophila,FBpp0082924,7227,CG14323
NOG87758,6,0.9806,8.272,6.61e-17,4.21e-13,Drosophila,FBpp0288840,7227,nullo
NOG283151,6,1,8.24,8.61e-17,5.49e-13,Drosophila,FBpp0075589,7227,CG10154
NOG244394,6,1,8.213,1.08e-16,6.85e-13,Drosophila,FBpp0078289,7227,glob3
NOG257345,6,0.9612,8.201,1.19e-16,7.58e-13,Drosophila,FBpp0082710,7227,CG31287
NOG82229,6,0.9884,8.179,1.44e-16,9.15e-13,Drosophila,FBpp0075472,7227,CG3868
NOG90819,6,1,8.178,1.44e-16,9.2e-13,Drosophila,FBpp0071718,7227,CG13500
NOG81963,6,1,8.178,1.45e-16,9.22e-13,Drosophila,FBpp0289133,7227,CG42336
NOG84634,6,1,8.175,1.48e-16,9.46e-13,Drosophila,FBpp0288409,7227,CG13622
NOG86108,6,0.9884,8.136,2.05e-16,1.3e-12,Drosophila,FBpp0071643,7227,Gr58c
NOG282385,6,0.9806,8.136,2.05e-16,1.31e-12,Drosophila,FBpp0300331,7227,CG15728
NOG135507,6,1,8.13,2.15e-16,1.37e-12,Drosophila,FBpp0079459,7227,CG13116
NOG245446,6,1,8.126,2.21e-16,1.41e-12,Drosophila,FBpp0087299,7227,CG13230
NOG92715,6,1,8.123,2.27e-16,1.44e-12,Drosophila,FBpp0075588,7227,CG10140
NOG82240,6,1,8.123,2.27e-16,1.45e-12,Drosophila,FBpp0070632,7227,CG15571
NOG88876,6,1,8.114,2.45e-16,1.56e-12,Drosophila,FBpp0073202,7227,CG13713
NOG88876,6,1,8.114,2.45e-16,1.56e-12,Drosophila,FBpp0073221,7227,CG15876
NOG255756,6,0.9806,8.099,2.77e-16,1.77e-12,Drosophila,FBpp0085360,7227,CG7856
NOG98248,6,1,8.076,3.35e-16,2.13e-12,Drosophila,FBpp0086791,7227,CG13330
NOG234876,6,0.9806,8.061,3.78e-16,2.41e-12,Drosophila,FBpp0302809,7227,CG7906
NOG123701,6,1,8.059,3.83e-16,2.44e-12,Drosophila,FBpp0074697,7227,CG14102
NOG83552,6,1,8.059,3.84e-16,2.45e-12,Drosophila,FBpp0082965,7227,CG14317
NOG231169,6,1,8.055,3.98e-16,2.53e-12,Drosophila,FBpp0076728,7227,CG13297
NOG246553,6,1,8.048,4.22e-16,2.69e-12,Drosophila,FBpp0076298,7227,Cp18
NOG87442,6,0.9884,8.036,4.64e-16,2.96e-12,Drosophila,FBpp0082582,7227,CG14864
NOG87187,6,1,8.032,4.8e-16,3.06e-12,Drosophila,FBpp0289340,7227,CG12831
NOG281712,6,1,8.032,4.8e-16,3.06e-12,Drosophila,FBpp0111311,7227,CG34203
NOG282296,6,0.9419,8.021,5.24e-16,3.34e-12,Drosophila,FBpp0073184,7227,CG13721
NOG113213,6,0.9884,8.02,5.27e-16,3.35e-12,Drosophila,FBpp0073685,7227,CG11068
NOG250203,6,1,8.01,5.74e-16,3.65e-12,Drosophila,FBpp0082471,7227,CG17304
NOG84662,6,1,8.007,5.87e-16,3.74e-12,Drosophila,FBpp0081392,7227,CG8136
NOG87049,6,0.9612,8.002,6.13e-16,3.91e-12,Drosophila,FBpp0070528,7227,CG14420
NOG245444,6,0.9806,7.996,6.4e-16,4.08e-12,Drosophila,FBpp0081061,7227,CG14598
NOG257359,6,1,7.99,6.74e-16,4.29e-12,Drosophila,FBpp0079881,7227,CG14947
NOG84277,6,1,7.99,6.76e-16,4.3e-12,Drosophila,FBpp0074885,7227,skl
NOG87382,6,0.969,7.983,7.16e-16,4.56e-12,Drosophila,FBpp0288782,7227,CG42246
NOG280930,6,1,7.982,7.19e-16,4.58e-12,Drosophila,FBpp0083433,7227,Obp93a
NOG84830,6,1,7.981,7.25e-16,4.62e-12,Drosophila,FBpp0073794,7227,CG14406
NOG84714,6,1,7.98,7.33e-16,4.67e-12,Drosophila,FBpp0085098,7227,CG15554
NOG86967,6,1,7.979,7.36e-16,4.69e-12,Drosophila,FBpp0072880,7227,CG9970
NOG86967,6,1,7.979,7.36e-16,4.69e-12,Drosophila,FBpp0075635,7227,CG10752
NOG114217,6,0.9884,7.978,7.42e-16,4.73e-12,Drosophila,FBpp0080837,7227,CG16772
NOG280169,6,0.9746,7.976,7.59e-16,4.83e-12,Drosophila,FBpp0087287,7227,Listericin
NOG84534,6,1,7.967,8.1e-16,5.16e-12,Drosophila,FBpp0082192,7227,CG14383
NOG279959,6,1,7.966,8.17e-16,5.2e-12,Drosophila,FBpp0099982,7227,bocks
NOG85802,6,1,7.965,8.24e-16,5.25e-12,Drosophila,FBpp0083155,7227,CG5217
NOG83236,6,1,7.961,8.52e-16,5.43e-12,Drosophila,FBpp0080518,7227,CG31750
NOG83236,6,1,7.961,8.52e-16,5.43e-12,Drosophila,FBpp0088019,7227,Gr43b
NOG231716,6,1,7.961,8.53e-16,5.43e-12,Drosophila,FBpp0071355,7227,Gr9a
NOG230907,6,0.9419,7.958,8.71e-16,5.55e-12,Drosophila,FBpp0071012,7227,CG1999
NOG281578,6,1,7.956,8.87e-16,5.65e-12,Drosophila,FBpp0071396,7227,Or9a
NOG84531,6,1,7.952,9.18e-16,5.85e-12,Drosophila,FBpp0078420,7227,CG12590
NOG87113,6,1,7.95,9.34e-16,5.95e-12,Drosophila,FBpp0070191,7227,CG11379
NOG281779,6,1,7.95,9.34e-16,5.95e-12,Drosophila,FBpp0290230,7227,CG32221
NOG282188,6,1,7.939,1.02e-15,6.47e-12,Drosophila,FBpp0082869,7227,CG3995
NOG245445,6,1,7.934,1.06e-15,6.74e-12,Drosophila,FBpp0300929,7227,CG13488
NOG84999,6,1,7.933,1.07e-15,6.82e-12,Drosophila,FBpp0080841,7227,Hf
NOG281969,6,0.9806,7.933,1.07e-15,6.84e-12,Drosophila,FBpp0085989,7227,CG14495
NOG84560,6,0.9806,7.927,1.13e-15,7.17e-12,Drosophila,FBpp0113032,7227,CG5172
NOG88470,6,1,7.927,1.13e-15,7.18e-12,Drosophila,FBpp0080907,7227,CG17570
NOG89342,6,0.9884,7.924,1.15e-15,7.33e-12,Drosophila,FBpp0086778,7227,CG12464
NOG84609,6,1,7.924,1.15e-15,7.33e-12,Drosophila,FBpp0079340,7227,CG9483
NOG84226,6,0.9419,7.923,1.16e-15,7.39e-12,Drosophila,FBpp0076641,7227,CG17744
NOG84787,6,0.9806,7.921,1.18e-15,7.49e-12,Drosophila,FBpp0302699,7227,CG43691
NOG255761,6,1,7.912,1.26e-15,8.03e-12,Drosophila,FBpp0072647,7227,CG12011
NOG97246,6,1,7.908,1.3e-15,8.3e-12,Drosophila,FBpp0074172,7227,CG10597
NOG245419,6,0.9419,7.906,1.33e-15,8.49e-12,Drosophila,FBpp0288442,7227,CG32551
NOG257332,6,1,7.903,1.36e-15,8.65e-12,Drosophila,FBpp0079079,7227,CG6441
NOG84448,6,1,7.901,1.38e-15,8.78e-12,Drosophila,FBpp0089300,7227,Obp50a
NOG233410,6,1,7.899,1.4e-15,8.93e-12,Drosophila,FBpp0077505,7227,CG15382
NOG284438,6,0.9302,7.899,1.4e-15,8.94e-12,Drosophila,FBpp0072240,7227,CG30161
NOG88286,6,1,7.898,1.41e-15,9.01e-12,Drosophila,FBpp0302873,7227,CG16825
NOG135410,6,1,7.888,1.53e-15,9.77e-12,Drosophila,FBpp0086563,7227,CG10139
NOG88355,6,1,7.888,1.54e-15,9.78e-12,Drosophila,FBpp0073745,7227,CG13403
NOG257347,6,1,7.887,1.54e-15,9.83e-12,Drosophila,FBpp0289112,7227,CG34221
NOG238667,6,1,7.885,1.58e-15,1e-11,Drosophila,FBpp0079460,7227,CG13117
NOG244405,6,1,7.882,1.61e-15,1.02e-11,Drosophila,FBpp0072284,7227,CG3611
NOG244405,6,1,7.882,1.61e-15,1.02e-11,Drosophila,FBpp0111275,7227,CG34169
NOG87067,6,0.9884,7.881,1.62e-15,1.03e-11,Drosophila,FBpp0111431,7227,pgc
NOG88277,6,1,7.881,1.63e-15,1.04e-11,Drosophila,FBpp0070614,7227,CG12691
NOG88277,6,1,7.881,1.63e-15,1.04e-11,Drosophila,FBpp0070615,7227,CG15572
NOG281576,6,0.9806,7.88,1.64e-15,1.04e-11,Drosophila,FBpp0071433,7227,CG12637
NOG87281,6,1,7.876,1.69e-15,1.08e-11,Drosophila,FBpp0073480,7227,CG15927
NOG42405,6,0.9799,7.875,1.7e-15,1.08e-11,Drosophila,FBpp0072649,7227,CG12035
NOG281519,6,1,7.872,1.75e-15,1.11e-11,Drosophila,FBpp0304172,7227,CG14111
NOG88375,6,0.9884,7.87,1.77e-15,1.12e-11,Drosophila,FBpp0082324,7227,CG9759
NOG240741,6,0.9806,7.868,1.81e-15,1.15e-11,Drosophila,FBpp0305659,7227,Dip1
NOG66549,6,0.9419,7.866,1.84e-15,1.17e-11,Drosophila,FBpp0075995,7227,CG12523
NOG85308,6,1,7.861,1.9e-15,1.21e-11,Drosophila,FBpp0080814,7227,CG10337
NOG84501,6,1,7.856,1.98e-15,1.26e-11,Drosophila,FBpp0305391,7227,CG40198
NOG59232,6,0.9621,7.852,2.04e-15,1.3e-11,Drosophila,FBpp0074389,7227,CG15040
NOG72636,6,0.9993,7.851,2.06e-15,1.31e-11,Drosophila,FBpp0078236,7227,CG1077
NOG282202,6,1,7.849,2.1e-15,1.33e-11,Drosophila,FBpp0084676,7227,Sid
NOG282202,6,1,7.849,2.1e-15,1.33e-11,Drosophila,FBpp0291689,7227,CG33346
NOG84486,6,1,7.849,2.1e-15,1.34e-11,Drosophila,FBpp0079561,7227,CG13131
NOG84453,6,1,7.849,2.1e-15,1.34e-11,Drosophila,FBpp0271911,7227,CG14829
NOG257372,6,1,7.848,2.12e-15,1.35e-11,Drosophila,FBpp0087445,7227,CG12902
NOG89356,6,1,7.848,2.12e-15,1.35e-11,Drosophila,FBpp0112144,7227,CCHa1
NOG281418,6,1,7.846,2.15e-15,1.37e-11,Drosophila,FBpp0077493,7227,Nplp4
NOG83913,6,1,7.845,2.17e-15,1.38e-11,Drosophila,FBpp0071782,7227,Obp58b
NOG86432,6,1,7.843,2.19e-15,1.4e-11,Drosophila,FBpp0080232,7227,CG4691
NOG86432,6,1,7.843,2.19e-15,1.4e-11,Drosophila,FBpp0086609,7227,CG12860
NOG86432,6,1,7.843,2.19e-15,1.4e-11,Drosophila,FBpp0086610,7227,CG12861
NOG86432,6,1,7.843,2.19e-15,1.4e-11,Drosophila,FBpp0087847,7227,boly
NOG86432,6,1,7.843,2.19e-15,1.4e-11,Drosophila,FBpp0087850,7227,hubl
NOG281523,6,0.9419,7.842,2.21e-15,1.41e-11,Drosophila,FBpp0075723,7227,l(3)j2D3
NOG88958,6,1,7.84,2.25e-15,1.43e-11,Drosophila,FBpp0075324,7227,Eig71Eb
NOG88958,6,1,7.84,2.25e-15,1.43e-11,Drosophila,FBpp0075326,7227,Eig71Eg
NOG23450,6,0.9283,7.84,2.26e-15,1.44e-11,Drosophila,FBpp0111309,7227,CG34201
NOG104512,6,1,7.834,2.36e-15,1.5e-11,Drosophila,FBpp0081422,7227,CG33189
NOG84587,6,1,7.832,2.4e-15,1.53e-11,Drosophila,FBpp0080085,7227,CG16852
NOG81630,6,0.9884,7.831,2.42e-15,1.54e-11,Drosophila,FBpp0084085,7227,Ela
NOG87063,6,1,7.829,2.47e-15,1.57e-11,Drosophila,FBpp0073899,7227,CG8191
NOG281468,6,1,7.828,2.47e-15,1.57e-11,Drosophila,FBpp0072353,7227,CG30428
NOG281617,6,0.9884,7.828,2.48e-15,1.58e-11,Drosophila,FBpp0083445,7227,CG7079
NOG282135,6,1,7.827,2.5e-15,1.59e-11,Drosophila,FBpp0073614,7227,CG15756
NOG232025,6,1,7.824,2.57e-15,1.64e-11,Drosophila,FBpp0073613,7227,CG15754
NOG248741,6,1,7.823,2.57e-15,1.64e-11,Drosophila,FBpp0294051,7227,CG15721
NOG92449,6,1,7.822,2.59e-15,1.65e-11,Drosophila,FBpp0080936,7227,CG17470
NOG84750,6,0.9419,7.822,2.6e-15,1.65e-11,Drosophila,FBpp0080695,7227,CG17343
NOG281696,6,0.9806,7.822,2.61e-15,1.66e-11,Drosophila,FBpp0292336,7227,Obp50c
NOG88353,6,1,7.82,2.64e-15,1.68e-11,Drosophila,FBpp0079733,7227,CG12517
NOG86659,6,1,7.817,2.71e-15,1.73e-11,Drosophila,FBpp0080781,7227,CG13084
NOG82094,6,0.9419,7.812,2.81e-15,1.79e-11,Drosophila,FBpp0075223,7227,CG13065
NOG84917,6,0.9806,7.812,2.81e-15,1.79e-11,Drosophila,FBpp0082561,7227,h-cup
NOG85070,6,0.9884,7.812,2.81e-15,1.79e-11,Drosophila,FBpp0079782,7227,CG14915
NOG84635,6,0.9806,7.811,2.84e-15,1.81e-11,Drosophila,FBpp0079430,7227,CG13113
NOG87340,6,0.9419,7.81,2.87e-15,1.83e-11,Drosophila,FBpp0073712,7227,CG12481
NOG257370,6,1,7.809,2.87e-15,1.83e-11,Drosophila,FBpp0288843,7227,CG15109
NOG230458,6,1,7.808,2.91e-15,1.85e-11,Drosophila,FBpp0073838,7227,CG9106
NOG84690,6,1,7.804,3e-15,1.91e-11,Drosophila,FBpp0078089,7227,CG14564
NOG240193,6,1,7.801,3.06e-15,1.95e-11,Drosophila,FBpp0077787,7227,CG11555
NOG272091,6,0.953,7.801,3.08e-15,1.96e-11,Drosophila,FBpp0084981,7227,CG9682
NOG252958,6,1,7.8,3.11e-15,1.98e-11,Drosophila,FBpp0085668,7227,CG11018
NOG84085,6,0.9302,7.797,3.16e-15,2.01e-11,Drosophila,FBpp0070684,7227,CG12682
NOG84273,6,1,7.796,3.19e-15,2.03e-11,Drosophila,FBpp0077592,7227,CG14346
NOG84273,6,1,7.796,3.19e-15,2.03e-11,Drosophila,FBpp0099419,7227,CG34008
NOG84349,6,1,7.795,3.22e-15,2.05e-11,Drosophila,FBpp0086632,7227,CG33468
NOG84349,6,1,7.795,3.22e-15,2.05e-11,Drosophila,FBpp0290949,7227,CG12868
NOG245429,6,0.9884,7.794,3.25e-15,2.07e-11,Drosophila,FBpp0111301,7227,CG34193
NOG85290,6,1,7.786,3.45e-15,2.2e-11,Drosophila,FBpp0082651,7227,CG5623
NOG86685,6,0.9225,7.786,3.47e-15,2.21e-11,Drosophila,FBpp0075576,7227,SNCF
NOG42680,6,0.9644,7.785,3.47e-15,2.21e-11,Drosophila,FBpp0294019,7227,CG13358
NOG83234,6,0.9806,7.785,3.48e-15,2.22e-11,Drosophila,FBpp0288817,7227,CG13026
NOG83815,6,0.9109,7.785,3.49e-15,2.22e-11,Drosophila,FBpp0099574,7227,CG33095
NOG87391,6,0.9884,7.785,3.49e-15,2.22e-11,Drosophila,FBpp0087288,7227,CG13215
NOG257353,6,0.9884,7.783,3.55e-15,2.26e-11,Drosophila,FBpp0071410,7227,CG12643
NOG87648,6,0.9302,7.782,3.56e-15,2.27e-11,Drosophila,FBpp0298013,7227,CG18539
NOG84900,6,1,7.782,3.57e-15,2.27e-11,Drosophila,FBpp0074399,7227,CG15046
NOG84850,6,1,7.781,3.61e-15,2.3e-11,Drosophila,FBpp0076009,7227,CG14151
NOG84850,6,1,7.781,3.61e-15,2.3e-11,Drosophila,FBpp0111347,7227,CG34238
NOG281511,6,1,7.78,3.64e-15,2.32e-11,Drosophila,FBpp0076834,7227,CG10591
NOG281517,6,1,7.78,3.64e-15,2.32e-11,Drosophila,FBpp0087843,7227,CG2127
NOG267787,6,0.969,7.779,3.65e-15,2.33e-11,Drosophila,FBpp0078355,7227,CG31551
NOG87344,6,1,7.777,3.72e-15,2.37e-11,Drosophila,FBpp0074376,7227,CG12609
NOG87344,6,1,7.777,3.72e-15,2.37e-11,Drosophila,FBpp0289653,7227,CG31627
NOG87301,6,1,7.766,4.05e-15,2.58e-11,Drosophila,FBpp0075009,7227,CG13725
NOG280892,6,0.9806,7.765,4.08e-15,2.6e-11,Drosophila,FBpp0076058,7227,Ilp2
NOG87374,6,1,7.757,4.36e-15,2.78e-11,Drosophila,FBpp0070625,7227,CG15579
NOG84594,6,0.9419,7.755,4.43e-15,2.82e-11,Drosophila,FBpp0076444,7227,CG7366
NOG244411,6,1,7.753,4.48e-15,2.85e-11,Drosophila,FBpp0076547,7227,mei-P22
NOG84959,6,0.9419,7.753,4.48e-15,2.86e-11,Drosophila,FBpp0080098,7227,CG16956
NOG136474,6,1,7.752,4.52e-15,2.88e-11,Drosophila,FBpp0292441,7227,CG13071
NOG282203,6,1,7.75,4.59e-15,2.92e-11,Drosophila,FBpp0083446,7227,CG31207
NOG73833,6,0.9983,7.749,4.64e-15,2.95e-11,Drosophila,FBpp0082262,7227,CG9269
NOG250192,6,1,7.748,4.66e-15,2.97e-11,Drosophila,FBpp0076721,7227,CG13299
NOG282081,6,0.9419,7.747,4.7e-15,2.99e-11,Drosophila,FBpp0071907,7227,CG13539
NOG257337,6,1,7.747,4.71e-15,3e-11,Drosophila,FBpp0085665,7227,CG18367
NOG250186,6,1,7.747,4.72e-15,3.01e-11,Drosophila,FBpp0080574,7227,CG5674
NOG87196,6,0.9419,7.746,4.75e-15,3.02e-11,Drosophila,FBpp0075601,7227,CG32119
NOG83396,6,1,7.745,4.76e-15,3.03e-11,Drosophila,FBpp0084274,7227,CG5039
NOG281817,6,1,7.737,5.08e-15,3.23e-11,Drosophila,FBpp0087271,7227,CG18336
